,City,Municipality,Region,year,FB_audience_size_lower_bound,FB_audience_size_upper_bound,Trends_slope,Trends_intercept,Trends_regression_R2,Trends_regression_R2_adj,Trends_mean,Trends_is_trending,DST_EV_population,DST_population_size,DST_population_density,Plugshare_count_of_stations,Plugshare_count_of_plugs,Plugshare_closest_in_meters,Plugshare_closest_in_meters_std
1413,Snedsted,Thisted Kommune,Region Nordjylland,2017,,,0.0,0.0,,,0.0,0.0,,1200.0,1729.1,31.0,51.0,3090.2903225806454,2859.634897366543
1414,Snedsted,Thisted Kommune,Region Nordjylland,2018,,,0.0,0.0,,,0.0,0.0,27.0,1208.0,1740.6,32.0,53.0,3041.84375,2826.451361226482
1415,Snedsted,Thisted Kommune,Region Nordjylland,2019,,,0.0,0.0,,,0.0,0.0,33.0,1188.0,1711.8,35.0,57.0,2942.2571428571428,2719.1592595858733
1416,Snedsted,Thisted Kommune,Region Nordjylland,2020,,,0.0,0.0,,,0.0,0.0,48.0,1162.0,1669.5,38.0,65.0,2846.5263157894738,2642.9459887195503
1417,Solbjerg,Aarhus Kommune,Region Midtjylland,2017,,,0.0,0.0,,,0.0,0.0,,3765.0,1654.2,39.0,184.0,1119.5384615384614,1325.8905219185183
1418,Solbjerg,Aarhus Kommune,Region Midtjylland,2018,,,0.0,0.0,,,0.0,0.0,332.0,3973.0,1772.1,48.0,212.0,1075.3125,1235.0853387045684
1419,Solbjerg,Aarhus Kommune,Region Midtjylland,2019,,,0.0,0.0,,,0.0,0.0,392.0,4218.0,1881.4,54.0,228.0,1050.0185185185185,1197.3174968778496
1420,Solbjerg,Aarhus Kommune,Region Midtjylland,2020,,,0.0,0.0,,,0.0,0.0,716.0,4466.0,1975.2,67.0,280.0,1083.2238805970148,1205.7991292197626
1421,Solrød Strand,Solrød Kommune,Region Sjælland,2017,,,-0.012823892256467,8.41026583710407,0.0039365042883978,-0.0159847656258342,8.070432692307692,0.0,,15941.0,2437.5,,,,
1422,Solrød Strand,Solrød Kommune,Region Sjælland,2018,,,0.152161593955434,2.985265837104076,0.5066807808967593,0.4968143965146945,7.017548076923076,1.0,37.0,16255.0,2485.5,,,,
1423,Solrød Strand,Solrød Kommune,Region Sjælland,2019,,,0.0649838854264493,7.840667420814481,0.2466686855038354,0.2316020592139122,9.562740384615385,0.0,49.0,16687.0,2551.5,,,,
1424,Solrød Strand,Solrød Kommune,Region Sjælland,2020,,,0.195267011013404,9.763404977375568,0.490074217381528,0.4798757017291586,14.93798076923077,1.0,78.0,16860.0,2578.0,,,,
1425,Sommersted,Haderslev Kommune,Region Syddanmark,2017,,,,,,,,0.0,,1102.0,1072.0,6.0,26.0,3410.333333333333,3931.735477707861
1426,Sommersted,Haderslev Kommune,Region Syddanmark,2018,,,,,,,,0.0,29.0,1085.0,1055.4,8.0,44.0,5529.75,5378.424749470266
1427,Sommersted,Haderslev Kommune,Region Syddanmark,2019,,,,,,,,0.0,38.0,1086.0,1056.4,8.0,44.0,5529.75,5378.424749470266
1428,Sommersted,Haderslev Kommune,Region Syddanmark,2020,,,,,,,,0.0,58.0,1104.0,1073.9,12.0,48.0,3864.0,4959.953188928665
1429,Sommersted,Haderslev Kommune,Region Syddanmark,2021,,,,,,,,0.0,138.0,1084.0,1054.5,17.0,54.0,3619.058823529412,4518.725061765048
1430,Søndersø,Nordfyns Kommune,Region Syddanmark,2017,,,0.0,0.0,,,0.0,0.0,,3189.0,1220.4,1.0,2.0,,
1431,Søndersø,Nordfyns Kommune,Region Syddanmark,2018,,,0.0,0.0,,,0.0,0.0,14.0,3232.0,1221.5,1.0,2.0,,
1432,Søndersø,Nordfyns Kommune,Region Syddanmark,2019,,,0.0,0.0,,,0.0,0.0,20.0,3284.0,1241.1,1.0,2.0,,
1433,Søndersø,Nordfyns Kommune,Region Syddanmark,2020,,,0.0,0.0,,,0.0,0.0,43.0,3273.0,1237.0,1.0,2.0,,
1434,Sorring,Silkeborg Kommune,Region Midtjylland,2017,,,,,,,,0.0,,1134.0,1620.0,12.0,30.0,2047.4166666666667,2271.5911307168626
1435,Sorring,Silkeborg Kommune,Region Midtjylland,2018,,,,,,,,0.0,84.0,1151.0,1644.3,15.0,36.0,1795.4666666666667,2101.6998517073425
1436,Sorring,Silkeborg Kommune,Region Midtjylland,2019,,,,,,,,0.0,110.0,1152.0,1645.7,23.0,47.0,1858.2608695652173,2543.620633831577
1437,Sorring,Silkeborg Kommune,Region Midtjylland,2020,,,,,,,,0.0,174.0,1149.0,1641.4,27.0,60.0,1794.111111111111,2384.594149202387
1438,Sorring,Silkeborg Kommune,Region Midtjylland,2021,,,,,,,,0.0,403.0,1177.0,1681.4,40.0,105.0,1775.35,2555.602217652777
1439,Sorø,Sorø Kommune,Region Sjælland,2017,,,-0.008716810381627,8.748303167420817,0.0029474469047,-0.0169936041572058,8.517307692307693,0.0,,7927.0,1459.3,4.0,16.0,8344.75,11211.742099989042
1440,Sorø,Sorø Kommune,Region Sjælland,2018,,,0.2076549560317594,2.082720588235298,0.6179550724081495,0.6103141738563125,7.585576923076922,1.0,14.0,7958.0,1465.0,4.0,16.0,8344.75,11211.742099989042
1441,Sorø,Sorø Kommune,Region Sjælland,2019,,,0.059812814821139,9.37697963800905,0.2431139804769204,0.2279762600864588,10.962019230769233,0.0,20.0,7980.0,1469.1,4.0,16.0,8344.75,11211.742099989042
1442,Sorø,Sorø Kommune,Region Sjælland,2020,,,0.0941490698843643,17.61973981900453,0.1914312190347752,0.1752598434154707,20.11469017094017,0.0,46.0,8005.0,1473.7,4.0,16.0,8344.75,11211.742099989042
1443,Spjald,Ringkøbing-Skjern Kommune,Region Midtjylland,2017,,,0.0,0.0,,,0.0,0.0,,1279.0,1050.1,6.0,20.0,4176.333333333333,4038.72131579621
1444,Spjald,Ringkøbing-Skjern Kommune,Region Midtjylland,2018,,,0.0,0.0,,,0.0,0.0,34.0,1330.0,1092.0,9.0,29.0,5291.111111111111,3643.65539137706
1445,Spjald,Ringkøbing-Skjern Kommune,Region Midtjylland,2019,,,0.0,0.0,,,0.0,0.0,42.0,1356.0,1113.3,10.0,33.0,4917.0,3633.273975050296
1446,Spjald,Ringkøbing-Skjern Kommune,Region Midtjylland,2020,,,0.0,0.0,,,0.0,0.0,73.0,1344.0,1103.4,16.0,54.0,3974.125,3883.997474681637
1447,Spøttrup,Skive Kommune,Region Midtjylland,2017,,,0.0387114550266603,4.871873714520774,0.0476235084903102,0.0285759786601164,5.8977272727272725,0.0,,,,3.0,10.0,342.6666666666667,178.99813779292046
1448,Spøttrup,Skive Kommune,Region Midtjylland,2018,,,0.0290947939407983,4.951728345184229,0.049503262547431,0.0304933277983796,5.722740384615384,0.0,26.0,,,3.0,10.0,342.6666666666667,178.99813779292046
1449,Spøttrup,Skive Kommune,Region Midtjylland,2019,,,-0.0094699880215972,4.698249748617395,0.0103451253477121,-0.0094479721453335,4.447295066045067,0.0,26.0,,,3.0,10.0,342.6666666666667,178.99813779292046
1450,Spøttrup,Skive Kommune,Region Midtjylland,2020,,,0.0534808837111834,7.296917420814484,0.0377400840053384,0.0184948856854452,8.714160839160838,0.0,43.0,,,3.0,10.0,342.6666666666667,178.99813779292046
1451,Stavtrup,Aarhus Kommune,Region Midtjylland,2017,,,-0.0275907984911868,8.882270670505967,0.085028718605995,0.0667292929781149,8.15111451048951,0.0,,0.0,0.0,39.0,184.0,1119.5384615384614,1325.8905219185183
1452,Stavtrup,Aarhus Kommune,Region Midtjylland,2018,,,0.1026540412972153,5.734709114415001,0.3304071036010414,0.3170152456730623,8.455041208791204,0.0,332.0,0.0,0.0,48.0,212.0,1075.3125,1235.0853387045684
1453,Stavtrup,Aarhus Kommune,Region Midtjylland,2019,,,0.066119489093962,10.730443290369765,0.1927704041812423,0.1766258122648671,12.482609751359751,0.0,392.0,0.0,0.0,54.0,228.0,1050.0185185185185,1197.3174968778496
1454,Stavtrup,Aarhus Kommune,Region Midtjylland,2020,,,0.2324912393377988,9.550367647058827,0.7578816047233379,0.7530392368178046,15.711385489510487,1.0,716.0,0.0,0.0,67.0,280.0,1083.2238805970148,1205.7991292197626
1455,Stege,Vordingborg Kommune,Region Sjælland,2017,,,-0.0209375622527676,7.513018476621419,0.0158999815713426,-0.0037820187972306,6.958173076923076,0.0,,3813.0,1413.3,8.0,20.0,2550.5,2501.300690212423
1456,Stege,Vordingborg Kommune,Region Sjælland,2018,,,0.2024054469392981,3.7405825791855234,0.4700317761356593,0.4594324116583724,9.104326923076922,1.0,38.0,3842.0,1424.0,8.0,20.0,2550.5,2501.300690212423
1457,Stege,Vordingborg Kommune,Region Sjælland,2019,,,0.0761066763425253,6.976442307692309,0.1264949239623483,0.1090248224415952,8.99326923076923,0.0,53.0,3818.0,1415.1,12.0,32.0,2675.083333333333,2502.34978509594
1458,Stege,Vordingborg Kommune,Region Sjælland,2020,,,0.2279461566919946,12.714661890397188,0.4238689427693604,0.4123463216247476,18.75523504273504,1.0,73.0,3786.0,1403.3,13.0,36.0,2948.153846153846,2590.235344717858
1459,Stenlille,Sorø Kommune,Region Sjælland,2017,,,0.0,0.0,,,0.0,0.0,,2083.0,1669.1,4.0,16.0,8344.75,11211.742099989042
1460,Stenlille,Sorø Kommune,Region Sjælland,2018,,,0.0,0.0,,,0.0,0.0,14.0,2071.0,1659.5,4.0,16.0,8344.75,11211.742099989042
1461,Stenlille,Sorø Kommune,Region Sjælland,2019,,,0.0,0.0,,,0.0,0.0,20.0,2033.0,1629.0,4.0,16.0,8344.75,11211.742099989042
1462,Stenlille,Sorø Kommune,Region Sjælland,2020,,,0.0,0.0,,,0.0,0.0,46.0,2009.0,1609.8,4.0,16.0,8344.75,11211.742099989042
1463,Stoholm,Viborg Kommune,Region Midtjylland,2017,,,0.0,0.0,,,0.0,0.0,,2531.0,1371.1,8.0,30.0,2464.125,3874.32133918777
1464,Stoholm,Viborg Kommune,Region Midtjylland,2018,,,0.0,0.0,,,0.0,0.0,80.0,2561.0,1387.3,12.0,42.0,4018.5833333333335,6542.647857895475
1465,Stoholm,Viborg Kommune,Region Midtjylland,2019,,,0.0,0.0,,,0.0,0.0,103.0,2556.0,1384.6,14.0,48.0,3491.3571428571427,6165.783992912236
1466,Stoholm,Viborg Kommune,Region Midtjylland,2020,,,0.0,0.0,,,0.0,0.0,157.0,2522.0,1366.2,28.0,80.0,2199.964285714286,4573.756268766916
1467,Store Heddinge,Stevns Kommune,Region Sjælland,2017,,,0.0,0.0,,,0.0,0.0,,3420.0,1523.4,2.0,4.0,7259.0,151.32085117392117
1468,Store Heddinge,Stevns Kommune,Region Sjælland,2018,,,0.0,0.0,,,0.0,0.0,29.0,3398.0,1513.6,3.0,5.0,5482.666666666667,3078.559619908852
1469,Store Heddinge,Stevns Kommune,Region Sjælland,2019,,,0.0,0.0,,,0.0,0.0,36.0,3419.0,1522.9,3.0,5.0,5482.666666666667,3078.559619908852
1470,Store Heddinge,Stevns Kommune,Region Sjælland,2020,,,0.0,0.0,,,0.0,0.0,69.0,3430.0,1527.8,4.0,7.0,4594.5,3077.9397330032307
1471,Store Merløse,Holbæk Kommune,Region Sjælland,2017,,,0.0,0.0,,,0.0,0.0,,1241.0,1363.7,7.0,32.0,2793.714285714286,3127.0452887822453
1472,Store Merløse,Holbæk Kommune,Region Sjælland,2018,,,0.0,0.0,,,0.0,0.0,49.0,1207.0,1326.4,7.0,32.0,2793.714285714286,3127.0452887822453
1473,Store Merløse,Holbæk Kommune,Region Sjælland,2019,,,0.0,0.0,,,0.0,0.0,78.0,1210.0,1329.7,7.0,32.0,2793.714285714286,3127.0452887822453
1474,Store Merløse,Holbæk Kommune,Region Sjælland,2020,,,0.0,0.0,,,0.0,0.0,123.0,1186.0,1303.3,8.0,36.0,2786.0,2895.163602581776
1475,Store Merløse,Holbæk Kommune,Region Sjælland,2021,,,0.0,0.0,,,0.0,0.0,306.0,1178.0,1294.5,14.0,54.0,2244.8571428571427,2311.0152566531265
1476,Storvorde,Aalborg Kommune,Region Nordjylland,2017,,,0.0,0.0,,,0.0,0.0,,3331.0,1742.2,24.0,83.0,1729.0416666666667,4570.264786156236
1477,Storvorde,Aalborg Kommune,Region Nordjylland,2018,,,0.0,0.0,,,0.0,0.0,188.0,3336.0,1744.8,25.0,87.0,1665.68,4485.240542787718
1478,Storvorde,Aalborg Kommune,Region Nordjylland,2019,,,0.0,0.0,,,0.0,0.0,212.0,3338.0,1745.8,31.0,115.0,1426.7096774193549,4044.696331358292
1479,Storvorde,Aalborg Kommune,Region Nordjylland,2020,,,0.0,0.0,,,0.0,0.0,336.0,3376.0,1765.7,37.0,132.0,1537.2162162162165,3801.414576875993
1480,Struer,Struer Kommune,Region Midtjylland,2017,,,0.0314793974061455,5.502552961744139,0.1298940859290145,0.1124919676475948,6.3367569930069925,0.0,,10375.0,1441.2,,,,
1481,Struer,Struer Kommune,Region Midtjylland,2018,,,0.1629546916734763,4.872603829993539,0.4961490675628804,0.486072048914138,9.190903159340657,1.0,20.0,10375.0,1441.2,1.0,2.0,,
1482,Struer,Struer Kommune,Region Midtjylland,2019,,,0.0520912564128435,8.823158336761281,0.0934479217956558,0.075316880231569,10.203576631701631,0.0,25.0,10301.0,1430.9,1.0,2.0,,
1483,Struer,Struer Kommune,Region Midtjylland,2020,,,0.1611423776310014,8.726461161387633,0.54990974049526,0.5409079353051651,12.996734168609168,1.0,40.0,10303.0,1431.2,3.0,5.0,235.66666666666663,261.30505799416386
1484,Stubbekøbing,Guldborgsund Kommune,Region Sjælland,2017,,,0.0,0.0,,,0.0,0.0,,2304.0,1298.8,7.0,33.0,2540.1428571428573,4530.072090249463
1485,Stubbekøbing,Guldborgsund Kommune,Region Sjælland,2018,,,0.0,0.0,,,0.0,0.0,32.0,2304.0,1298.8,8.0,34.0,3435.0,4898.577052865163
1486,Stubbekøbing,Guldborgsund Kommune,Region Sjælland,2019,,,0.0,0.0,,,0.0,0.0,37.0,2271.0,1280.2,8.0,34.0,3435.0,4898.577052865163
1487,Stubbekøbing,Guldborgsund Kommune,Region Sjælland,2020,,,0.0,0.0,,,0.0,0.0,57.0,2223.0,1253.1,13.0,47.0,3211.846153846154,4909.904646836397
1488,Stubbekøbing,Guldborgsund Kommune,Region Sjælland,2021,,,0.0,0.0,,,0.0,0.0,142.0,2230.0,1257.0,27.0,78.0,3831.6296296296296,4949.844155651989
1489,Støvring,Rebild Kommune,Region Nordjylland,2017,,,-0.1436902373431229,12.470050904977374,0.337180627237402,0.3239242397821501,8.662259615384615,0.0,,7516.0,1299.9,5.0,18.0,2783.2,3308.5409473059267
1490,Støvring,Rebild Kommune,Region Nordjylland,2018,,,0.2163856398873045,5.6475113122172,0.5111220331665145,0.5013444738298447,11.381730769230764,1.0,37.0,7955.0,1369.9,6.0,50.0,2393.0,3109.773432261585
1491,Støvring,Rebild Kommune,Region Nordjylland,2019,,,-0.0200754503543072,14.39233597285068,0.0105461485932432,-0.009242928434892,13.860336538461535,0.0,48.0,8221.0,1415.7,8.0,58.0,1825.75,2830.362003601054
1492,Støvring,Rebild Kommune,Region Nordjylland,2020,,,0.2357387209842816,15.60124120160885,0.5061230594236971,0.496245520612171,21.848317307692312,1.0,71.0,8554.0,1422.1,9.0,61.0,2467.8888888888887,3274.24214301739
1493,Sulsted,Aalborg Kommune,Region Nordjylland,2017,,,0.0,0.0,,,0.0,0.0,,1539.0,1535.9,24.0,83.0,1729.0416666666667,4570.264786156236
1494,Sulsted,Aalborg Kommune,Region Nordjylland,2018,,,0.0,0.0,,,0.0,0.0,188.0,1513.0,1510.0,25.0,87.0,1665.68,4485.240542787718
1495,Sulsted,Aalborg Kommune,Region Nordjylland,2019,,,0.0,0.0,,,0.0,0.0,212.0,1486.0,1483.0,31.0,115.0,1426.7096774193549,4044.696331358292
1496,Sulsted,Aalborg Kommune,Region Nordjylland,2020,,,0.0,0.0,,,0.0,0.0,336.0,1490.0,1487.0,37.0,132.0,1537.2162162162165,3801.414576875993
1497,Sunds,Herning Kommune,Region Midtjylland,2017,,,0.0856487643876657,3.9648575689016887,0.1601080193545977,0.1433101797416897,6.234549825174824,0.0,,4106.0,1187.0,5.0,22.0,6198.2,5973.899873616899
1498,Sunds,Herning Kommune,Region Midtjylland,2018,,,0.2090853569294189,4.338125404007762,0.5260085521547869,0.5165287231978827,9.87888736263736,1.0,59.0,4111.0,1188.5,8.0,36.0,6325.5,4839.801088002334
1499,Sunds,Herning Kommune,Region Midtjylland,2019,,,0.0067124006219457,10.985208990356051,0.0007840825604434,-0.0192002357883476,11.163087606837603,0.0,72.0,4101.0,1185.6,10.0,39.0,6350.3,4957.15474059689
1500,Sunds,Herning Kommune,Region Midtjylland,2020,,,0.2772547520459563,6.514249757595348,0.4833327583338728,0.4729994135005502,13.861500686813184,1.0,144.0,4190.0,1211.0,11.0,43.0,5911.272727272727,4923.031506925567
1501,Svendborg,Svendborg Kommune,Region Syddanmark,2017,,,0.0186576880389311,5.154128959276019,0.0602518332961863,0.04145686996211,5.6485576923076914,0.0,,27281.0,2000.4,7.0,19.0,1486.2857142857142,2170.6839716462423
1502,Svendborg,Svendborg Kommune,Region Syddanmark,2018,,,0.223542751643473,2.265299773755658,0.5936271913201336,0.5854997351465363,8.189182692307693,1.0,58.0,27324.0,2003.5,11.0,28.0,1898.1818181818185,2312.9720628741634
1503,Svendborg,Svendborg Kommune,Region Syddanmark,2019,,,0.0166358475043271,8.90202591526121,0.0205151750317532,0.0009254785323883,9.342875874125872,0.0,85.0,27210.0,1995.2,15.0,39.0,1413.8,2124.6170478465056
1504,Svendborg,Svendborg Kommune,Region Syddanmark,2020,,,0.1051150431144882,10.890412895927604,0.2166101820270194,0.2009423856675598,13.675961538461536,0.0,135.0,27068.0,1984.7,17.0,44.0,1249.3529411764705,2040.901147201172
1505,Svenstrup,Aalborg Kommune,Region Nordjylland,2017,,,0.0304981644326816,5.608625565610861,0.0454471667373093,0.0263561100720555,6.416826923076924,0.0,,7257.0,1446.2,24.0,83.0,1729.0416666666667,4570.264786156236
1506,Svenstrup,Aalborg Kommune,Region Nordjylland,2018,,,0.273597178348843,5.031165158371044,0.5854755009426279,0.5771850109614804,12.281490384615385,1.0,188.0,7346.0,1462.8,25.0,87.0,1665.68,4485.240542787718
1507,Svenstrup,Aalborg Kommune,Region Nordjylland,2019,,,-0.0718891402714932,14.996408371040726,0.1417302125427121,0.1245648167935663,13.091346153846157,0.0,212.0,7366.0,1464.1,31.0,115.0,1426.7096774193549,4044.696331358292
1508,Svenstrup,Aalborg Kommune,Region Nordjylland,2020,,,0.3086012573873286,11.561569884364,0.6122610870718457,0.6045063088132826,19.739503205128205,1.0,336.0,7354.0,1489.9,37.0,132.0,1537.2162162162165,3801.414576875993
1509,Svinninge,Holbæk Kommune,Region Sjælland,2017,,,0.0,0.0,,,0.0,0.0,,2873.0,1718.3,7.0,32.0,2793.714285714286,3127.0452887822453
1510,Svinninge,Holbæk Kommune,Region Sjælland,2018,,,0.0,0.0,,,0.0,0.0,49.0,2780.0,1662.7,7.0,32.0,2793.714285714286,3127.0452887822453
1511,Svinninge,Holbæk Kommune,Region Sjælland,2019,,,0.0,0.0,,,0.0,0.0,78.0,2772.0,1657.9,7.0,32.0,2793.714285714286,3127.0452887822453
1512,Svinninge,Holbæk Kommune,Region Sjælland,2020,,,0.0,0.0,,,0.0,0.0,123.0,2802.0,1675.8,8.0,36.0,2786.0,2895.163602581776
1513,Svinninge,Holbæk Kommune,Region Sjælland,2021,,,0.0,0.0,,,0.0,0.0,306.0,2808.0,1649.8,14.0,54.0,2244.8571428571427,2311.0152566531265
1514,Sydals,Sønderborg Kommune,Region Syddanmark,2017,,,0.0049469606420217,3.476838235294118,0.0012205192918464,-0.0187550703223167,3.607932692307693,0.0,,,,13.0,46.0,1116.6923076923076,1406.028590547112
1515,Sydals,Sønderborg Kommune,Region Syddanmark,2018,,,0.3388377230427728,1.8455599547511368,0.6203611869823731,0.6127684107220206,10.824759615384616,1.0,70.0,,,16.0,69.0,1179.1875,1303.053348549731
1516,Sydals,Sønderborg Kommune,Region Syddanmark,2019,,,0.0312913778785037,10.937561703002878,0.0080098850372056,-0.0118299172620501,11.76678321678322,0.0,68.0,,,22.0,100.0,1023.7727272727273,1138.7070333462457
1517,Sydals,Sønderborg Kommune,Region Syddanmark,2020,,,0.415796491552596,4.905885495223734,0.7235595509606667,0.71803074197988,15.92449252136752,1.0,113.0,,,32.0,125.0,2034.3125,4684.950872035595
1518,Sydals,Sønderborg Kommune,Region Syddanmark,2021,,,0.5239645751917784,14.672694296690295,0.7839941092311858,0.7792983289970812,27.509826388888893,1.0,263.0,,,38.0,142.0,2225.7631578947367,4518.809993040266
1519,Sæby,Frederikshavn Kommune,Region Nordjylland,2017,,,0.000715017501921,6.433455882352941,1.7179753086793426e-05,-0.0199824766518514,6.452403846153847,0.0,,8841.0,1151.0,11.0,33.0,2433.7272727272725,4181.871568829179
1520,Sæby,Frederikshavn Kommune,Region Nordjylland,2018,,,0.2423423759924869,1.8589366515837156,0.7438468404397041,0.7387237772484981,8.281009615384615,1.0,46.0,8874.0,1155.3,14.0,39.0,2362.6428571428573,3719.268613112464
1521,Sæby,Frederikshavn Kommune,Region Nordjylland,2019,,,-0.0060013446597796,12.076102941176469,0.0011008740791118,-0.018877108439306,11.917067307692305,0.0,45.0,8855.0,1152.8,15.0,40.0,2218.6666666666665,3627.09631339818
1522,Sæby,Frederikshavn Kommune,Region Nordjylland,2020,,,0.2386619923731467,11.610419808949226,0.498544278819696,0.4885151643960899,17.93496260683761,1.0,65.0,8871.0,1154.9,17.0,47.0,2100.470588235294,3409.709612225927
1523,Søborg,Gribskov Kommune,Region Hovedstaden,2017,,,-0.0231777725604029,7.741855203619909,0.0545117462026039,0.0356019811266559,7.127644230769231,0.0,,240.0,952.4,5.0,10.0,1500.6,906.313577080251
1524,Søborg,Gribskov Kommune,Region Hovedstaden,2018,,,0.2179890933151196,3.8528563348416345,0.5575789528965903,0.5487305319545221,9.629567307692303,1.0,55.0,220.0,873.0,5.0,10.0,1500.6,906.313577080251
1525,Søborg,Gribskov Kommune,Region Hovedstaden,2019,,,0.0216986468026981,13.170899321266974,0.0481308767205974,0.0290934942550094,13.745913461538462,0.0,63.0,212.0,841.3,5.0,10.0,1500.6,906.313577080251
1526,Søborg,Gribskov Kommune,Region Hovedstaden,2020,,,0.2532437249210281,12.977262443438914,0.7586966977581383,0.753870631713301,19.68822115384615,1.0,121.0,218.0,865.1,6.0,11.0,1905.5,1280.9322776790348
1527,Søborg,Gribskov Kommune,Region Hovedstaden,2021,,,0.285813612679114,21.485274822695025,0.6053719687947079,0.5967930985511145,28.48770833333333,1.0,242.0,254.0,1007.9,8.0,14.0,2300.75,1328.084738045194
1528,Søllested,Lolland Kommune,Region Sjælland,2017,,,,,,,,0.0,,1444.0,1148.8,4.0,13.0,5202.0,3657.0953865966726
1529,Søllested,Lolland Kommune,Region Sjælland,2018,,,,,,,,0.0,16.0,1409.0,1120.9,4.0,13.0,5202.0,3657.0953865966726
1530,Søllested,Lolland Kommune,Region Sjælland,2019,,,,,,,,0.0,19.0,1404.0,1116.9,5.0,19.0,6364.2,4096.865167417644
1531,Søllested,Lolland Kommune,Region Sjælland,2020,,,,,,,,0.0,36.0,1354.0,1077.2,6.0,21.0,5661.166666666667,4048.824343765319
1532,Søllested,Lolland Kommune,Region Sjælland,2021,,,,,,,,0.0,76.0,1345.0,1070.0,8.0,25.0,5724.0,4044.132433891989
1533,Sønder Omme,Billund Kommune,Region Syddanmark,2017,,,,,,,,0.0,,1697.0,1201.8,5.0,16.0,719.4,388.9303279509069
1534,Sønder Omme,Billund Kommune,Region Syddanmark,2018,,,,,,,,0.0,11.0,1701.0,1204.7,7.0,28.0,579.4285714285714,399.859915946763
1535,Sønder Omme,Billund Kommune,Region Syddanmark,2019,,,,,,,,0.0,23.0,1709.0,1210.3,10.0,40.0,1721.0,2897.00880219581
1536,Sønder Omme,Billund Kommune,Region Syddanmark,2020,,,,,,,,0.0,43.0,1671.0,1183.4,17.0,66.0,1744.529411764706,2965.7108363267453
1537,Sønder Omme,Billund Kommune,Region Syddanmark,2021,,,,,,,,0.0,81.0,1684.0,1192.6,21.0,74.0,1525.3333333333333,2696.430721033517
1538,Sønderborg,Sønderborg Kommune,Region Syddanmark,2017,,,-0.0381184367796464,9.63922511312217,0.0792745200778857,0.0608600104794434,8.629086538461538,0.0,,27826.0,2087.6,13.0,46.0,1116.6923076923076,1406.028590547112
1539,Sønderborg,Sønderborg Kommune,Region Syddanmark,2018,,,0.2496531631520532,4.619287330316746,0.7253631251879904,0.7198703876917503,11.235096153846152,1.0,70.0,27785.0,2084.6,16.0,69.0,1179.1875,1303.053348549731
1540,Sønderborg,Sønderborg Kommune,Region Syddanmark,2019,,,0.004639706852526,12.338171020156311,0.0006891920781761,-0.0192970240802603,12.461123251748251,0.0,68.0,27801.0,2080.9,22.0,100.0,1023.7727272727273,1138.7070333462457
1541,Sønderborg,Sønderborg Kommune,Region Syddanmark,2020,,,0.2711949329804492,10.058286199095026,0.6584707212285188,0.6516401356530892,17.244951923076922,1.0,113.0,27841.0,2083.9,32.0,125.0,2034.3125,4684.950872035595
1542,Taastrup,Høje-Taastrup Kommune,Region Hovedstaden,2017,,,-0.035767950140869,9.242081447963804,0.192671361390921,0.1765247886187394,8.294230769230769,0.0,,34154.0,2552.8,5.0,30.0,874.2,593.3579863792178
1543,Taastrup,Høje-Taastrup Kommune,Region Hovedstaden,2018,,,0.1940066592674805,5.490073529411766,0.5956554941316676,0.587568604014301,10.63125,1.0,41.0,34470.0,2576.4,7.0,50.0,894.1428571428571,486.5622360231109
1544,Taastrup,Høje-Taastrup Kommune,Region Hovedstaden,2019,,,0.042132673098267,12.74742647058824,0.1409651340190766,0.1237844366994581,13.863942307692309,0.0,44.0,34248.0,2560.0,9.0,52.0,740.4444444444445,521.645500103066
1545,Taastrup,Høje-Taastrup Kommune,Region Hovedstaden,2020,,,0.1390757064799795,14.591657239819009,0.2369343098116045,0.2216729960078366,18.27716346153846,0.0,71.0,34364.0,2567.4,15.0,91.0,605.2,469.4098422487538
1546,Tappernøje,Næstved Kommune,Region Sjælland,2017,,,0.0,0.0,,,0.0,0.0,,1647.0,966.0,3.0,21.0,555.6666666666666,54.85739087245523
1547,Tappernøje,Næstved Kommune,Region Sjælland,2018,,,0.0,0.0,,,0.0,0.0,46.0,1639.0,961.3,3.0,21.0,555.6666666666666,54.85739087245523
1548,Tappernøje,Næstved Kommune,Region Sjælland,2019,,,0.0,0.0,,,0.0,0.0,66.0,1600.0,938.4,3.0,21.0,555.6666666666666,54.85739087245523
1549,Tappernøje,Næstved Kommune,Region Sjælland,2020,,,0.0,0.0,,,0.0,0.0,122.0,1655.0,970.7,5.0,25.0,2250.6,3815.201803312637
1550,Tarm,Ringkøbing-Skjern Kommune,Region Midtjylland,2017,,,0.0,0.0,,,0.0,0.0,,3980.0,1037.5,6.0,20.0,4176.333333333333,4038.72131579621
1551,Tarm,Ringkøbing-Skjern Kommune,Region Midtjylland,2018,,,0.0,0.0,,,0.0,0.0,34.0,4044.0,1054.2,9.0,29.0,5291.111111111111,3643.65539137706
1552,Tarm,Ringkøbing-Skjern Kommune,Region Midtjylland,2019,,,0.0,0.0,,,0.0,0.0,42.0,4040.0,1053.2,10.0,33.0,4917.0,3633.273975050296
1553,Tarm,Ringkøbing-Skjern Kommune,Region Midtjylland,2020,,,0.0,0.0,,,0.0,0.0,73.0,3991.0,1040.4,16.0,54.0,3974.125,3883.997474681637
1554,Terndrup,Rebild Kommune,Region Nordjylland,2017,,,,,,,,0.0,,1587.0,1270.6,5.0,18.0,2783.2,3308.5409473059267
